Country,FullName,CityName,OblName,City,lang_code
RU,Дзержинск,Дзержинск,IRK,Дзержинск,ru
RU,Дзержинск,Дзержинск,NIZ,Дзержинск,ru
RU,Дзержинский,Дзержинский,MOS,Дзержинский,ru
RU,Дзержинского,Дзержинского,CHE,Дзержинского,ru
RU,Дзержинского,Дзержинского,LEN,Дзержинского,ru
RU,Дзержинского,Дзержинского,VOR,Дзержинского,ru
RU,Дзержинского мкр,Дзержинского мкр,MOS,Дзержинского мкр,ru
RU,Дзержинское,Дзержинское,DA,Дзержинское,ru
RU,Дзержинское,Дзержинское,KIA,Дзержинское,ru
RU,Дзержинское,Дзержинское,TOM,Дзержинское,ru
RU,Дзуарикау,Дзуарикау,SE,Дзуарикау,ru
RU,Дивасы,Дивасы,SMO,Дивасы,ru
RU,Дивеево,Дивеево,NIZ,Дивеево,ru
RU,Дивизионная,Дивизионная,BU,Дивизионная,ru
RU,Дивинка,Дивинка,SMO,Дивинка,ru
RU,Дивногорск,Дивногорск,KIA,Дивногорск,ru
RU,Дивное,Дивное,CRI,Дивное,ru
RU,Дивное,Дивное,STA,Дивное,ru
RU,Дивноморское,Дивноморское,KDA,Дивноморское,ru
RU,Дивный,Дивный,ROS,Дивный,ru
RU,Дивово,Дивово,RYA,Дивово,ru
RU,Дигора,Дигора,SE,Дигора,ru
RU,Дизьмино,Дизьмино,UD,Дизьмино,ru
RU,Диксон,Диксон,KIA,Диксон,ru
RU,Диктатура,Диктатура,TUL,Диктатура,ru
RU,Димитровград,Димитровград,ULY,Димитровград,ru
RU,Динская,Динская,KDA,Динская,ru
RU,Дипкун,Дипкун,AMU,Дипкун,ru
RU,Диринг,Диринг,SA,Диринг,ru
RU,Дистанции Пути-1,Дистанции Пути-1,MOS,Дистанции Пути-1,ru
RU,Диченский,Диченский,ROS,Диченский,ru
RU,Дичня,Дичня,KRS,Дичня,ru
RU,Дияшево,Дияшево,BA,Дияшево,ru
RU,Дмитриадовка,Дмитриадовка,ROS,Дмитриадовка,ru
RU,Дмитриев,Дмитриев,KRS,Дмитриев,ru
RU,Дмитриевка,Дмитриевка,AL,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,BA,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,BEL,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,ORE,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,PNZ,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,PRI,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,SAM,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,TAM,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,ULY,Дмитриевка,ru
RU,Дмитриевка,Дмитриевка,VOR,Дмитриевка,ru
RU,Дмитриево-Помряскино,Дмитриево-Помряскино,ULY,Дмитриево-Помряскино,ru
RU,Дмитриевская,Дмитриевская,KDA,Дмитриевская,ru
RU,Дмитриевский,Дмитриевский,AD,Дмитриевский,ru
RU,Дмитриевский,Дмитриевский,MOS,Дмитриевский,ru
RU,Дмитриевское,Дмитриевское,KOS,Дмитриевское,ru
RU,Дмитриевское,Дмитриевское,STA,Дмитриевское,ru
RU,Дмитриевское,Дмитриевское,TUL,Дмитриевское,ru
RU,Дмитров,Дмитров,MOS,Дмитров,ru
RU,Дмитрова Гора,Дмитрова Гора,TVE,Дмитрова Гора,ru
RU,Дмитровка,Дмитровка,CRI,Дмитровка,ru
RU,Дмитровка,Дмитровка,MOS,Дмитровка,ru
RU,Дмитровка,Дмитровка,SMO,Дмитровка,ru
RU,Дмитрово-Черкассы,Дмитрово-Черкассы,TVE,Дмитрово-Черкассы,ru
RU,Дмитровск,Дмитровск,ORL,Дмитровск,ru
RU,Дмитровский Погост,Дмитровский Погост,MOS,Дмитровский Погост,ru
RU,Дмитровское,Дмитровское,MOS,Дмитровское,ru
RU,Дмитроково,Дмитроково,MOS,Дмитроково,ru
RU,Дмитряшевка,Дмитряшевка,LIP,Дмитряшевка,ru
RU,Днепровка,Днепровка,CRI,Днепровка,ru
RU,Днепровка,Днепровка,ORE,Днепровка,ru
RU,Днепровская,Днепровская,KDA,Днепровская,ru
RU,Дно,Дно,PSK,Дно,ru
RU,ДНТ Приморье,ДНТ Приморье,SAR,ДНТ Приморье,ru
RU,Добринка,Добринка,LIP,Добринка,ru
RU,Добринка,Добринка,VGG,Добринка,ru
RU,Добрино,Добрино,BEL,Добрино,ru
RU,Добрино,Добрино,KLU,Добрино,ru
RU,Добрищево,Добрищево,KOS,Добрищево,ru
RU,Добровольное,Добровольное,STA,Добровольное,ru
RU,Добровольск,Добровольск,KGD,Добровольск,ru
RU,Добровольск,Добровольск,OMS,Добровольск,ru
RU,Добровский,Добровский,CRI,Добровский,ru
RU,Доброе,Доброе,BEL,Доброе,ru
RU,Доброе,Доброе,CRI,Доброе,ru
RU,Доброе,Доброе,LIP,Доброе,ru
RU,Доброе,Доброе,MOS,Доброе,ru
RU,Доброе Начало,Доброе Начало,TAM,Доброе Начало,ru
RU,Доброжеланный,Доброжеланный,STA,Доброжеланный,ru
RU,Доброивановка,Доброивановка,BEL,Доброивановка,ru
RU,Добролюбовка,Добролюбовка,CRI,Добролюбовка,ru
RU,Добромысловский,Добромысловский,KIA,Добромысловский,ru
RU,Доброполье,Доброполье,BEL,Доброполье,ru
RU,Добрунь,Добрунь,BRY,Добрунь,ru
RU,Добрушино,Добрушино,CRI,Добрушино,ru
RU,Добрый,Добрый,ORL,Добрый,ru
RU,Добрыниха,Добрыниха,MOS,Добрыниха,ru
RU,Добрынское,Добрынское,VLA,Добрынское,ru
RU,Добрянка,Добрянка,PER,Добрянка,ru
RU,Добрятино,Добрятино,VLA,Добрятино,ru
RU,Довольное,Довольное,NVS,Довольное,ru
RU,Догужиев,Догужиев,AD,Догужиев,ru
RU,Дозорное,Дозорное,CRI,Дозорное,ru
RU,Долаково,Долаково,IN,Долаково,ru
RU,Долбино,Долбино,BEL,Долбино,ru
RU,Долботово,Долботово,BRY,Долботово,ru
RU,Долгаловка,Долгаловка,BEL,Долгаловка,ru
RU,Долгая Поляна,Долгая Поляна,BEL,Долгая Поляна,ru
RU,Долгая Яруга,Долгая Яруга,BEL,Долгая Яруга,ru
RU,Долгие Буды,Долгие Буды,KRS,Долгие Буды,ru
RU,Долгий,Долгий,BEL,Долгий,ru
RU,Долгий Бродок,Долгий Бродок,BEL,Долгий Бродок,ru
RU,Долгий Мост,Долгий Мост,KIA,Долгий Мост,ru
RU,Долгинино,Долгинино,RYA,Долгинино,ru
RU,Долгино,Долгино,MOW,Долгино,ru
RU,Долговка,Долговка,KGN,Долговка,ru
RU,Долговское,Долговское,KGN,Долговское,ru
RU,Долгогусевский,Долгогусевский,KDA,Долгогусевский,ru
RU,Долгодеревенское,Долгодеревенское,CHE,Долгодеревенское,ru
RU,Долгое,Долгое,BEL,Долгое,ru
RU,Долгое,Долгое,ORL,Долгое,ru
RU,Долгое Ледово,Долгое Ледово,MOS,Долгое Ледово,ru
RU,Долгождановский,Долгождановский,KDA,Долгождановский,ru
RU,Долгомостьево,Долгомостьево,MOS,Долгомостьево,ru
RU,Долгопрудный,Долгопрудный,MOS,Долгопрудный,ru
RU,Долгоруково,Долгоруково,KGD,Долгоруково,ru
RU,Долгоруково,Долгоруково,LIP,Долгоруково,ru
RU,Должанская,Должанская,KDA,Должанская,ru
RU,Должик,Должик,BEL,Должик,ru
RU,Должик,Должик,VOR,Должик,ru
RU,Долина свободы,Долина свободы,ALT,Долина свободы,ru
RU,Долинное,Долинное,CRI,Долинное,ru
RU,Долиновка,Долиновка,CRI,Долиновка,ru
RU,Долиновка,Долиновка,KAM,Долиновка,ru
RU,Долиновское,Долиновское,KDA,Долиновское,ru
RU,Долинск,Долинск,SAK,Долинск,ru
RU,Долинский,Долинский,CE,Долинский,ru
RU,Долматова,Долматова,SVE,Долматова,ru
RU,Долматово,Долматово,ARK,Долматово,ru
RU,Долматово,Долматово,MOS,Долматово,ru
RU,Долоковка,Долоковка,ROS,Долоковка,ru
RU,дом отдыха Владимира Ильича,дом отдыха Владимира Ильича,MOS,дом отдыха Владимира Ильича,ru
RU,дома отдыха Покровское,дома отдыха Покровское,MOS,дома отдыха Покровское,ru
RU,Домановка,Домановка,BEL,Домановка,ru
RU,Домачи,Домачи,LIP,Домачи,ru
RU,Домашка,Домашка,SAM,Домашка,ru
RU,Домбаровка,Домбаровка,ORE,Домбаровка,ru
RU,Домбаровский,Домбаровский,ORE,Домбаровский,ru
RU,Домикан,Домикан,AMU,Домикан,ru
RU,Домна,Домна,ZAB,Домна,ru
RU,Домнинки,Домнинки,MOS,Домнинки,ru
RU,Домнино,Домнино,BEL,Домнино,ru
RU,Домодедово,Домодедово,MOS,Домодедово,ru
RU,Доможаков,Доможаков,KK,Доможаков,ru
RU,Доможирово,Доможирово,LEN,Доможирово,ru
RU,Дондуковская,Дондуковская,AD,Дондуковская,ru
RU,Донец,Донец,BEL,Донец,ru
RU,Донец,Донец,ORL,Донец,ru
RU,Донецк,Донецк,ROS,Донецк,ru
RU,Дони,Дони,LEN,Дони,ru
RU,Донино,Донино,MOS,Донино,ru
RU,Донлесхоз,Донлесхоз,ROS,Донлесхоз,ru
RU,Донская Балка,Донская Балка,STA,Донская Балка,ru
RU,Донская Нива,Донская Нива,ROS,Донская Нива,ru
RU,Донское,Донское,CRI,Донское,ru
RU,Донское,Донское,LIP,Донское,ru
RU,Донское,Донское,STA,Донское,ru
RU,Донское,Донское,TAM,Донское,ru
RU,Донской,Донской,ROS,Донской,ru
RU,Донской,Донской,TUL,Донской,ru
RU,Донской Рудник,Донской Рудник,LIP,Донской Рудник,ru
RU,Донцов,Донцов,BEL,Донцов,ru
RU,Дор,Дор,MOS,Дор,ru
RU,Дорогино,Дорогино,BA,Дорогино,ru
RU,Дорогино,Дорогино,NVS,Дорогино,ru
RU,Дорогобуж,Дорогобуж,SMO,Дорогобуж,ru
RU,Дороговский,Дороговский,ROS,Дороговский,ru
RU,Дорогорское,Дорогорское,ARK,Дорогорское,ru
RU,Дорогощь,Дорогощь,BEL,Дорогощь,ru
RU,Дорожаево,Дорожаево,YAR,Дорожаево,ru
RU,Дорожкино,Дорожкино,PSK,Дорожкино,ru
RU,Дорожно,Дорожно,NGR,Дорожно,ru
RU,Дорожно-ремонтного пункта 3,Дорожно-ремонтного пункта 3,MOS,Дорожно-ремонтного пункта 3,ru
RU,Дорожное,Дорожное,CRI,Дорожное,ru
RU,Дорожный,Дорожный,ME,Дорожный,ru
RU,Дорожный,Дорожный,PSK,Дорожный,ru
RU,Дорожный,Дорожный,ROS,Дорожный,ru
RU,Дорожный,Дорожный,SA,Дорожный,ru
RU,Дороничи,Дороничи,KIR,Дороничи,ru
RU,Дорофеево,Дорофеево,NIZ,Дорофеево,ru
RU,Дорофеевский,Дорофеевский,VGG,Дорофеевский,ru
RU,Дорохово,Дорохово,KIA,Дорохово,ru
RU,Дорохово,Дорохово,MOS,Дорохово,ru
RU,Дорошенко,Дорошенко,AD,Дорошенко,ru
RU,Доры,Доры,MOS,Доры,ru
RU,Досанг,Досанг,AST,Досанг,ru
RU,Доскино,Доскино,NIZ,Доскино,ru
RU,Достижение,Достижение,VLA,Достижение,ru
RU,Достоевское лесничество,Достоевское лесничество,MOS,Достоевское лесничество,ru
RU,Досчатое,Досчатое,NIZ,Досчатое,ru
RU,Дотошино,Дотошино,MOS,Дотошино,ru
RU,Доходное,Доходное,CRI,Доходное,ru
RU,ДПК Звезда-2000,ДПК Звезда-2000,MOS,ДПК Звезда-2000,ru
RU,Драгунка,Драгунка,BEL,Драгунка,ru
RU,Драгунское,Драгунское,BEL,Драгунское,ru
RU,Дракино,Дракино,MO,Дракино,ru
RU,Дракино,Дракино,VOR,Дракино,ru
RU,Дранишники,Дранишники,LEN,Дранишники,ru
RU,Драченино село,Драченино село,KEM,Драченино село,ru
RU,Древние Курганы,Древние Курганы,ROS,Древние Курганы,ru
RU,Дрезна,Дрезна,MOS,Дрезна,ru
RU,Дренево,Дренево,KOS,Дренево,ru
RU,Дресвищи,Дресвищи,NIZ,Дресвищи,ru
RU,Дробязкин,Дробязкин,VGG,Дробязкин,ru
RU,Дровинки,Дровинки,KOS,Дровинки,ru
RU,Дровнино,Дровнино,MOW,Дровнино,ru
RU,Дровяная,Дровяная,ZAB,Дровяная,ru
RU,Дровяной,Дровяной,MUR,Дровяной,ru
RU,Дрожжино,Дрожжино,MOS,Дрожжино,ru
RU,Дроздово,Дроздово,MOS,Дроздово,ru
RU,Дроздоро,Дроздоро,NIZ,Дроздоро,ru
RU,Дронова,Дронова,TYU,Дронова,ru
RU,Дроновка,Дроновка,BEL,Дроновка,ru
RU,Дроново,Дроново,BEL,Дроново,ru
RU,Дросково,Дросково,ORL,Дросково,ru
RU,Дрофа,Дрофа,KHA,Дрофа,ru
RU,Дрофино,Дрофино,CRI,Дрофино,ru
RU,ДРСУ-5,ДРСУ-5,SMO,ДРСУ-5,ru
RU,Дружба,Дружба,AD,Дружба,ru
RU,Дружба,Дружба,ALT,Дружба,ru
RU,Дружба,Дружба,BEL,Дружба,ru
RU,Дружба,Дружба,BRY,Дружба,ru
RU,Дружба,Дружба,KC,Дружба,ru
RU,Дружба,Дружба,KGD,Дружба,ru
RU,Дружба,Дружба,KHA,Дружба,ru
RU,Дружба,Дружба,KOS,Дружба,ru
RU,Дружба,Дружба,MOS,Дружба,ru
RU,Дружба,Дружба,NIZ,Дружба,ru
RU,Дружба,Дружба,SAM,Дружба,ru
RU,Дружба,Дружба,VLA,Дружба,ru
RU,Дружелюбный,Дружелюбный,KDA,Дружелюбный,ru
RU,Дружинино,Дружинино,SVE,Дружинино,ru
RU,Дружино,Дружино,OMS,Дружино,ru
RU,Дружино-Бардым,Дружино-Бардым,SVE,Дружино-Бардым,ru
RU,Дружная Горка,Дружная Горка,LEN,Дружная Горка,ru
RU,Дружно,Дружно,ORL,Дружно,ru
RU,Дружное,Дружное,CRI,Дружное,ru
RU,Дружноселье,Дружноселье,LEN,Дружноселье,ru
RU,Дружный,Дружный,AD,Дружный,ru
RU,Дружный,Дружный,BEL,Дружный,ru
RU,Дружный,Дружный,KDA,Дружный,ru
RU,Дружный,Дружный,KGD,Дружный,ru
RU,Дружный,Дружный,NIZ,Дружный,ru
RU,Дружный Второй,Дружный Второй,BEL,Дружный Второй,ru
RU,Дружный Первый,Дружный Первый,BEL,Дружный Первый,ru
RU,дск Московский Писатель,дск Московский Писатель,MOS,дск Московский Писатель,ru
RU,Дубасово,Дубасово,YAR,Дубасово,ru
RU,Дубенки,Дубенки,MO,Дубенки,ru
RU,Дубенцовская,Дубенцовская,ROS,Дубенцовская,ru
RU,Дубинино,Дубинино,KIA,Дубинино,ru
RU,Дубинино,Дубинино,MOS,Дубинино,ru
RU,Дубино,Дубино,BEL,Дубино,ru
RU,Дубиновка,Дубиновка,ORE,Дубиновка,ru
RU,Дубищи,Дубищи,TVE,Дубищи,ru
RU,Дубки,Дубки,BEL,Дубки,ru
RU,Дубки,Дубки,CRI,Дубки,ru
RU,Дубки,Дубки,DA,Дубки,ru
RU,Дубки,Дубки,MOS,Дубки,ru
RU,Дубки,Дубки,PSK,Дубки,ru
RU,Дубки,Дубки,SAR,Дубки,ru
RU,Дубки,Дубки,YAR,Дубки,ru
RU,Дубна,Дубна,MOS,Дубна,ru
RU,Дубна,Дубна,TUL,Дубна,ru
RU,Дубовая Балка,Дубовая Балка,BEL,Дубовая Балка,ru
RU,Дубовая роща,Дубовая роща,MOS,Дубовая роща,ru
RU,Дубовенька,Дубовенька,BEL,Дубовенька,ru
RU,Дубовец,Дубовец,LIP,Дубовец,ru
RU,Дубовка,Дубовка,MOW,Дубовка,ru
RU,Дубовка,Дубовка,ROS,Дубовка,ru
RU,Дубовка,Дубовка,STA,Дубовка,ru
RU,Дубовка,Дубовка,TUL,Дубовка,ru
RU,Дубовка,Дубовка,VGG,Дубовка,ru
RU,Дубовое,Дубовое,BEL,Дубовое,ru
RU,Дубовое,Дубовое,TAM,Дубовое,ru
RU,Дубовское,Дубовское,ROS,Дубовское,ru
RU,Дубовый,Дубовый,BEL,Дубовый,ru
RU,Дубовый Овраг,Дубовый Овраг,VGG,Дубовый Овраг,ru
RU,Дубовый умет,Дубовый умет,SAM,Дубовый умет,ru
RU,Дубрава,Дубрава,MOS,Дубрава,ru
RU,Дубрава,Дубрава,NIZ,Дубрава,ru
RU,Дубрава-2,Дубрава-2,PSK,Дубрава-2,ru
RU,Дубравка,Дубравка,KDA,Дубравка,ru
RU,Дубравный,Дубравный,KDA,Дубравный,ru
RU,Дубранивка,Дубранивка,MOS,Дубранивка,ru
RU,Дуброва,Дуброва,BEL,Дуброва,ru
RU,Дубровино,Дубровино,NVS,Дубровино,ru
RU,Дубровицы,Дубровицы,MOS,Дубровицы,ru
RU,Дубровичи,Дубровичи,RYA,Дубровичи,ru
RU,Дубровка,Дубровка,AL,Дубровка,ru
RU,Дубровка,Дубровка,BEL,Дубровка,ru
RU,Дубровка,Дубровка,CHE,Дубровка,ru
RU,Дубровка,Дубровка,CRI,Дубровка,ru
RU,Дубровка,Дубровка,KIR,Дубровка,ru
RU,Дубровка,Дубровка,LEN,Дубровка,ru
RU,Дубровка,Дубровка,TVE,Дубровка,ru
RU,Дубровка,Дубровка,VOR,Дубровка,ru
RU,Дубровка п.г.т.,Дубровка п.г.т.,BRY,Дубровка п.г.т.,ru
RU,Дубровки,Дубровки,BEL,Дубровки,ru
RU,Дубровки,Дубровки,MOS,Дубровки,ru
RU,Дубровки,Дубровки,PNZ,Дубровки,ru
RU,Дубровное,Дубровное,TYU,Дубровное,ru
RU,Дубровный,Дубровный,SVE,Дубровный,ru
RU,Дуброво,Дуброво,MOS,Дуброво,ru
RU,Дуброво,Дуброво,PER,Дуброво,ru
RU,Дубровская,Дубровская,ARK,Дубровская,ru
RU,Дубровский,Дубровский,MOS,Дубровский,ru
RU,Дубровский,Дубровский,VGG,Дубровский,ru
RU,Дубровское,Дубровское,PNZ,Дубровское,ru
RU,Дубровское,Дубровское,VLG,Дубровское,ru
RU,Дубская,Дубская,SVE,Дубская,ru
RU,Дубцы,Дубцы,MOS,Дубцы,ru
RU,Дубъязы,Дубъязы,TA,Дубъязы,ru
RU,Дубы,Дубы,ORL,Дубы,ru
RU,Дуван,Дуван,BA,Дуван,ru
RU,Дугда,Дугда,AMU,Дугда,ru
RU,Дугулубгей,Дугулубгей,KB,Дугулубгей,ru
RU,Дудинка,Дудинка,KIA,Дудинка,ru
RU,Дудки,Дудки,ROS,Дудки,ru
RU,Дудкино,Дудкино,MOW,Дудкино,ru
RU,Дудчин,Дудчин,BEL,Дудчин,ru
RU,Дукат,Дукат,MAG,Дукат,ru
RU,Дуки,Дуки,KHA,Дуки,ru
RU,Дукмасивка,Дукмасивка,BEL,Дукмасивка,ru
RU,Дукмасов,Дукмасов,AD,Дукмасов,ru
RU,Дульдурга,Дульдурга,ZAB,Дульдурга,ru
RU,Дуляпино,Дуляпино,IVA,Дуляпино,ru
RU,Думаничи,Думаничи,SMO,Думаничи,ru
RU,Думиничи,Думиничи,KLU,Думиничи,ru
RU,Думино,Думино,MOS,Думино,ru
RU,Думное,Думное,BEL,Думное,ru
RU,Дунай,Дунай,PRI,Дунай,ru
RU,Дунай-Ключ,Дунай-Ключ,KEM,Дунай-Ключ,ru
RU,Дунайка,Дунайка,BEL,Дунайка,ru
RU,Дунилово,Дунилово,IVA,Дунилово,ru
RU,Дунилово,Дунилово,YAR,Дунилово,ru
RU,Дуниловский,Дуниловский,VLG,Дуниловский,ru
RU,Дунино,Дунино,MOS,Дунино,ru
RU,Дупленская,Дупленская,NVS,Дупленская,ru
RU,Дуплятский,Дуплятский,VGG,Дуплятский,ru
RU,Дурасово,Дурасово,BA,Дурасово,ru
RU,Дурмин,Дурмин,KHA,Дурмин,ru
RU,Дурниха,Дурниха,MOS,Дурниха,ru
RU,Дурово,Дурово,LIP,Дурово,ru
RU,Дурыкино,Дурыкино,MOS,Дурыкино,ru
RU,Дуслык,Дуслык,BA,Дуслык,ru
RU,Духанино,Духанино,MOS,Духанино,ru
RU,Духовницкое,Духовницкое,SAR,Духовницкое,ru
RU,Духовое,Духовое,SAM,Духовое,ru
RU,Духовщина,Духовщина,SMO,Духовщина,ru
RU,Душегубово,Душегубово,MOS,Душегубово,ru
RU,Душкино,Душкино,PRI,Душкино,ru
RU,Душоново,Душоново,MOS,Душоново,ru
RU,Дыгулыбгей,Дыгулыбгей,KB,Дыгулыбгей,ru
RU,Дыдымкин,Дыдымкин,STA,Дыдымкин,ru
RU,Дылым,Дылым,DA,Дылым,ru
RU,Дым-Дым-Омга,Дым-Дым-Омга,KIR,Дым-Дым-Омга,ru
RU,Дымцево,Дымцево,TVE,Дымцево,ru
RU,Дьяков,Дьяков,AD,Дьяков,ru
RU,Дьяково,Дьяково,MOS,Дьяково,ru
RU,Дьяково поле,Дьяково поле,MOS,Дьяково поле,ru
RU,Дьяконово,Дьяконово,KOS,Дьяконово,ru
RU,Дьяконово,Дьяконово,KRS,Дьяконово,ru
RU,Дьяконовский 1-й,Дьяконовский 1-й,VGG,Дьяконовский 1-й,ru
RU,Дьяконовский 2-й,Дьяконовский 2-й,VGG,Дьяконовский 2-й,ru
RU,Дьячево,Дьячево,IVA,Дьячево,ru
RU,Дьяченково,Дьяченково,VOR,Дьяченково,ru
RU,Дюбек,Дюбек,DA,Дюбек,ru
RU,Дюдьково,Дюдьково,YAR,Дюдьково,ru
RU,Дюллюкю,Дюллюкю,SA,Дюллюкю,ru
RU,Дюмеево,Дюмеево,BA,Дюмеево,ru
RU,Дюпся,Дюпся,SA,Дюпся,ru
RU,Дюрсо,Дюрсо,KDA,Дюрсо,ru
RU,Дюртюли,Дюртюли,BA,Дюртюли,ru
RU,Дябрино,Дябрино,ARK,Дябрино,ru
RU,Дябыла,Дябыла,SA,Дябыла,ru
RU,Дядькино,Дядькино,MOS,Дядькино,ru
RU,Дядьково,Дядьково,RYA,Дядьково,ru
RU,Дядьковская,Дядьковская,KDA,Дядьковская,ru
RU,Дятловка,Дятловка,CRI,Дятловка,ru
RU,Дятловка,Дятловка,MOS,Дятловка,ru
RU,Дятлово,Дятлово,MOS,Дятлово,ru
RU,Дятлово,Дятлово,TA,Дятлово,ru
RU,Дятьково,Дятьково,BRY,Дятьково,ru
RU,Дячкино,Дячкино,ROS,Дячкино,ru
RU,Евгащино,Евгащино,OMS,Евгащино,ru
RU,Евдокимов,Евдокимов,BEL,Евдокимов,ru
RU,Евлашево,Евлашево,PNZ,Евлашево,ru
RU,Евпатория,Евпатория,CRI,Евпатория,ru
RU,Евпраксино,Евпраксино,AST,Евпраксино,ru
RU,Евсеев,Евсеев,BEL,Евсеев,ru
RU,Евсеево,Евсеево,MOS,Евсеево,ru
RU,Евсеевский,Евсеевский,KDA,Евсеевский,ru
RU,Евсеевский,Евсеевский,ROS,Евсеевский,ru
RU,Евсино,Евсино,NVS,Евсино,ru
RU,Евстратовка,Евстратовка,VOR,Евстратовка,ru
RU,Евстюниха,Евстюниха,SVE,Евстюниха,ru
RU,Евтино,Евтино,KEM,Евтино,ru
RU,Еганово,Еганово,MOS,Еганово,ru
RU,Егва,Егва,PER,Егва,ru
RU,Егерухай,Егерухай,AD,Егерухай,ru
RU,Егла,Егла,NGR,Егла,ru
RU,Егоркино,Егоркино,TA,Егоркино,ru
RU,Егорлыкская,Егорлыкская,ROS,Егорлыкская,ru
RU,Егоров,Егоров,ROS,Егоров,ru
RU,Егоровка,Егоровка,NVS,Егоровка,ru
RU,Егорово,Егорово,MOS,Егорово,ru
RU,Егорово,Егорово,RYA,Егорово,ru
RU,Егорьевск,Егорьевск,MOS,Егорьевск,ru
RU,Егорьевское,Егорьевское,NVS,Егорьевское,ru
RU,Едва,Едва,KO,Едва,ru
RU,Едрово,Едрово,NGR,Едрово,ru
RU,Ежовка,Ежовка,VGG,Ежовка,ru
RU,Ежово,Ежово,ME,Ежово,ru
RU,Езвино,Езвино,TVE,Езвино,ru
RU,Ездоцкий,Ездоцкий,BEL,Ездоцкий,ru
RU,Ездочное,Ездочное,BEL,Ездочное,ru
RU,Ейск,Ейск,KDA,Ейск,ru
RU,Ейский,Ейский,KDA,Ейский,ru
RU,Ейское Укрепление,Ейское Укрепление,KDA,Ейское Укрепление,ru
RU,Екатеринбург,Екатеринбург,SVE,Екатеринбург,ru
RU,Екатериненское,Екатериненское,OMS,Екатериненское,ru
RU,Екатерининское,Екатерининское,OMS,Екатерининское,ru
RU,Екатериновка,Екатериновка,BEL,Екатериновка,ru
RU,Екатериновка,Екатериновка,KDA,Екатериновка,ru
RU,Екатериновка,Екатериновка,LIP,Екатериновка,ru
RU,Екатериновка,Екатериновка,OMS,Екатериновка,ru
RU,Екатериновка,Екатериновка,ORE,Екатериновка,ru
RU,Екатериновка,Екатериновка,PRI,Екатериновка,ru
RU,Екатериновка,Екатериновка,SAM,Екатериновка,ru
RU,Екатериновка,Екатериновка,SAR,Екатериновка,ru
RU,Екатериновка,Екатериновка,ULY,Екатериновка,ru
RU,Екатериновский,Екатериновский,KDA,Екатериновский,ru
RU,Екатериноградская,Екатериноградская,KB,Екатериноградская,ru
RU,Екатеринославка,Екатеринославка,AMU,Екатеринославка,ru
RU,Екатеринославка,Екатеринославка,OMS,Екатеринославка,ru
RU,Екатеринославский,Екатеринославский,KDA,Екатеринославский,ru
RU,Екимовичи,Екимовичи,SMO,Екимовичи,ru
RU,Ексолово,Ексолово,LEN,Ексолово,ru
RU,Елабуга,Елабуга,TA,Елабуга,ru
RU,Елабуга СЭЗ Алабуга,Елабуга СЭЗ Алабуга,TA,Елабуга СЭЗ Алабуга,ru
RU,Елани,Елани,SVE,Елани,ru
RU,Еланка,Еланка,SAR,Еланка,ru
RU,Еланский,Еланский,SVE,Еланский,ru
RU,Еланцы,Еланцы,IRK,Еланцы,ru
RU,Елань,Елань,KEM,Елань,ru
RU,Елань,Елань,SVE,Елань,ru
RU,Елань,Елань,VGG,Елань,ru
RU,Елань-Колено,Елань-Колено,VOR,Елань-Колено,ru
RU,Елань-Коленовский,Елань-Коленовский,VOR,Елань-Коленовский,ru
RU,Еласы,Еласы,ME,Еласы,ru
RU,Елатьма,Елатьма,RYA,Елатьма,ru
RU,Елбаши,Елбаши,NVS,Елбаши,ru
RU,Елганское,Елганское,KIR,Елганское,ru
RU,Елгозино,Елгозино,MOS,Елгозино,ru
RU,Еленовка,Еленовка,CRI,Еленовка,ru
RU,Еленовка,Еленовка,ORE,Еленовка,ru
RU,Еленовское,Еленовское,AD,Еленовское,ru
RU,Еленский,Еленский,KLU,Еленский,ru
RU,Елец,Елец,BEL,Елец,ru
RU,Елец,Елец,LIP,Елец,ru
RU,Елецкое,Елецкое,BEL,Елецкое,ru
RU,Елизаветинка,Елизаветинка,OMS,Елизаветинка,ru
RU,Елизаветино,Елизаветино,LEN,Елизаветино,ru
RU,Елизаветино,Елизаветино,MOS,Елизаветино,ru
RU,Елизаветинская,Елизаветинская,KDA,Елизаветинская,ru
RU,Елизаветинская,Елизаветинская,ROS,Елизаветинская,ru
RU,Елизаветовка,Елизаветовка,ROS,Елизаветовка,ru
RU,Елизаветовка,Елизаветовка,VOR,Елизаветовка,ru
RU,Елизаветово,Елизаветово,CRI,Елизаветово,ru
RU,Елизарово,Елизарово,KHM,Елизарово,ru
RU,Елизарово,Елизарово,MOS,Елизарово,ru
RU,Елизарово,Елизарово,MOW,Елизарово,ru
RU,Елизарово,Елизарово,NIZ,Елизарово,ru
RU,Елизарово,Елизарово,PSK,Елизарово,ru
RU,Елизарово п,Елизарово п,SAM,Елизарово п,ru
RU,Елизово,Елизово,KAM,Елизово,ru
